timestamp,REAL/FAKE,BASE_BYTES,LOAD_BYTES,FINAL_BYTES,REAL_BYTES
2025-06-18 18:00:28,REAL,2651433261,10323,2651443584,2651443584
2025-06-18 18:00:30,REAL,2651443584,3185,2651446769,2651446769
2025-06-18 18:00:32,REAL,2651446769,489,2651447258,2651447258
2025-06-18 18:00:34,REAL,2651447258,490,2651447748,2651447748
2025-06-18 18:00:36,REAL,2651447748,487,2651448235,2651448235
2025-06-18 18:00:38,REAL,2651448235,488,2651448723,2651448723
2025-06-18 18:00:40,REAL,2651448723,487,2651449210,2651449210
2025-06-18 18:00:42,REAL,2651449210,490,2651449700,2651449700
2025-06-18 18:00:44,REAL,2651449700,487,2651450187,2651450187
2025-06-18 18:00:46,REAL,2651450187,483,2651450670,2651450670
2025-06-18 18:00:48,REAL,2651450670,490,2651451160,2651451160
2025-06-18 18:00:50,REAL,2651451160,480,2651451640,2651451640
2025-06-18 18:00:52,REAL,2651451640,483,2651452123,2651452123
2025-06-18 18:00:54,REAL,2651452123,594,2651452717,2651452717
2025-06-18 18:00:56,REAL,2651452717,479,2651453196,2651453196
2025-06-18 18:00:58,REAL,2651453196,482,2651453678,2651453678
2025-06-18 18:01:00,REAL,2651453678,490,2651454168,2651454168
2025-06-18 18:01:02,REAL,2651454168,489,2651454657,2651454657
2025-06-18 18:01:04,REAL,2651454657,482,2651455139,2651455139
2025-06-18 18:01:06,REAL,2651455139,483,2651455622,2651455622
2025-06-18 18:01:08,REAL,2651455622,488,2651456110,2651456110
2025-06-18 18:01:10,REAL,2651456110,489,2651456599,2651456599
2025-06-18 18:01:12,REAL,2651456599,474,2651457073,2651457073
2025-06-18 18:01:14,REAL,2651457073,478,2651457551,2651457551
2025-06-18 18:01:16,REAL,2651457551,486,2651458037,2651458037
2025-06-18 18:01:18,REAL,2651458037,4651,2651462688,2651462688
2025-06-18 18:01:20,REAL,2651462688,11644,2651474332,2651474332
2025-06-18 18:01:22,REAL,2651474332,10252,2651484584,2651484584
2025-06-18 18:01:24,REAL,2651484584,10245,2651494829,2651494829
2025-06-18 18:01:26,REAL,2651494829,10321,2651505150,2651505150
2025-06-18 18:01:28,REAL,2651505150,10255,2651515405,2651515405
2025-06-18 18:01:30,REAL,2651515405,10257,2651525662,2651525662
2025-06-18 18:01:32,REAL,2651525662,10312,2651535974,2651535974
2025-06-18 18:01:34,REAL,2651535974,1934,2651537908,2651537908
2025-06-18 18:01:36,REAL,2651537908,541,2651538449,2651538449
